SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT
CP089393_1,276033,276872,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP089393_1,282275,283513,-,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
CP089393_1,283510,284415,-,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
CP089393_1,285474,286334,+,AAC(3)-IId,1-861/861,===============,0/0,100,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
CP089393_1,291306,292166,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
CP089393_1,300284,301024,+,IMP-4,1-741/741,===============,0/0,100,100,card,AF244145.1:0-741,IMP-4 is a beta-lactamase found in Acinetobacter baumannii.
CP089393_1,301687,302269,+,AAC(6')-Ib9,30-612/612,===============,0/0,95.26,99.83,card,AF043381.1:251-863,AAC(6')-Ib9 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
CP089393_1,302364,302996,+,catB3,1-633/633,===============,0/0,100,100,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli.
CP089393_1,303153,303500,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP089393_1,303494,304333,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP089393_1,306543,307199,+,QnrA1,1-657/657,===============,0/0,100,99.85,card,DQ831141.1:8921-9578,QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae.
CP089393_1,308851,309691,+,sul1,1-840/840,========/======,1/1,100,99.88,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP089393_1,321808,322467,+,catA1,1-660/660,===============,0/0,100,99.55,card,V00622.1:243-903,catA1 (formerly in CARD as catI) is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii.
CP090249_1,120284,120853,+,dfrA19,1-570/570,===============,0/0,100,99.83,card,AJ310778.1:7003-7573,dfrA19 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae.
CP090249_1,122627,123430,+,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP090249_1,123430,124266,+,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP090249_1,133096,134715,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
CP090249_1,205705,206889,-,tet(D),1-1185/1185,===============,0/0,100,100,card,AF467077.1:163-1348,TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.
CP090249_1,208501,209142,-,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
CP090249_1,218506,219291,+,AAC(6')-Ib7,1-786/786,===============,0/0,100,100,card,KR091911.1:75350-74564,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii.
CP090249_1,222755,223615,+,SHV-12,1-861/861,===============,0/0,100,100,card,KF976405.1:7837-8698,SHV-12 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii.
CP090249_1,228603,229442,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP090249_1,231019,232158,+,DHA-1,1-1140/1140,===============,0/0,100,100,card,Y16410.1:986-2126,DHA-1 is a class C beta-lactamase found in Morganella morganii and Salmonella enterica.
CP090249_1,236282,236926,+,QnrB4,1-645/645,===============,0/0,100,100,card,DQ303921.2:3-648,QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli.
CP090249_1,245644,246483,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP090249_1,246477,246824,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP090249_1,247007,248066,-,EreA2,167-1227/1227,.=======/======,2/3,86.31,99.44,card,AF099140.1:136-1363,EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii.
CP090249_1,249469,250278,-,AAC(3)-IIg,1-810/810,===============,0/0,100,100,card,MT090547.1:0-810,AAC(3)-IIg is part of the AAC(3) family. It was initially found in clinical isolates of Enterobacter cloacae.
CP090249_1,252363,252944,-,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
CP090263_1,92945,93724,+,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
CP090263_1,93986,95245,+,cmlA5,1-1260/1260,===============,0/0,100,99.92,card,AY115475.1:3337-4597,cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli.
CP090263_1,95338,96129,+,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP090263_1,96299,96631,+,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
CP090263_1,97811,98602,-,sul3,1-792/792,===============,0/0,100,100,card,FJ196385.1:9323-8531,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.
CP090263_1,101493,102269,+,AAC(3)-IVa,1-777/777,===============,0/0,100,100,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
CP090263_1,102498,103523,+,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
CP090263_1,107381,108196,-,APH(3')-Ia,1-816/816,===============,0/0,100,99.14,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
CP090263_1,108532,109368,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP090263_1,109368,110171,-,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP090263_1,115844,116656,+,NDM-5,1-813/813,===============,0/0,100,100,card,JN104597.1:114-927,New Delhi beta-lactamase NDM-5.
CP090263_1,116660,117025,+,BRP(MBL),1-366/366,===============,0/0,100,100,card,KC503911.1:9883-10249,A novel bleomycin resistance protein encoded by a metallo-beta-lactamase-associated ble gene. Expression of BRP(MBL) confers resistance to bleomycin and bleomycin-like antibiotics in Enterobacteriaceae and Acinetobacter where it is co-expressed with an MBL and controlled by the same promoter region.
CP090263_1,128906,129562,+,QnrS1,1-657/657,===============,0/0,100,99.85,card,DQ485529.1:0-657,QnrS1 is a plasmid-mediated quinolone resistance protein found in Shigella flexneri.
CP090263_1,134127,135373,+,tet(A),1-1247/1275,===============,0/0,97.8,100,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
CP090263_1,148888,149340,+,arr-2,1-453/453,===============,0/0,100,100,card,AF078527.1:4387-4840,arr-2 is an integron-encoded ribosyltransferase found in Pseudomonas aeruginosa.
CP090263_1,149661,150920,+,cmlA5,1-1260/1260,===============,0/0,100,100,card,AY115475.1:3337-4597,cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli.
CP090263_1,151185,151985,+,OXA-10,1-801/801,===============,0/0,100,100,card,AF205943.1:7511-8312,OXA-10 is a beta-lactamase found in Acinetobacter baumannii and P. aeruginosa.
CP090263_1,152002,152793,+,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP090263_1,152868,153341,+,dfrA14,1-474/474,===============,0/0,100,100,card,KF921535.1:617-1091,dfrA14 is an integron-encoded dihydrofolate reductase found in Escherichia coli.
CP090269_1,59223,60848,+,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
CP090269_1,99111,102263,-,oqxB,1-3153/3153,===============,0/0,100,99.97,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
CP090269_1,102287,103462,-,oqxA,1-1176/1176,===============,0/0,100,99.83,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone.
CP090269_1,108553,109392,+,sul1,1-840/840,===============,0/0,100,99.88,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP090269_1,117154,118368,+,floR,1-1215/1215,===============,0/0,100,99.67,card,AF231986.2:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae.
CP090269_1,120117,120893,+,AAC(3)-IVa,1-777/777,===============,0/0,100,100,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
CP090269_1,121122,122147,+,APH(4)-Ia,1-1026/1026,===============,0/0,100,99.9,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
CP090269_1,126005,126820,-,APH(3')-Ia,1-816/816,===============,0/0,100,99.14,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
CP090269_1,127156,127992,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP090269_1,127992,128795,-,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP090269_1,131488,132309,-,linG,1-822/822,===============,0/0,100,99.76,card,DQ836009.1:1309-2131,linG is an integron-associated gene cassette with aadA2 encoding a lincosomide nucleotidyltransferase found in Salmonella enterica. linG confers resistance to lincosomide antibiotics.
CP090269_1,132441,133232,-,aadA22,1-792/792,===============,0/0,100,100,card,AM261837.1:73-865,aadA22 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in S. enterica and E. coli.
CP090269_1,136471,137331,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
CP090269_1,137493,138308,+,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
CP090269_1,138369,139172,+,APH(3'')-Ib,1-804/804,===============,0/0,100,99.75,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP090269_1,139172,140008,+,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP090269_1,141269,142515,+,tet(A),1-1247/1275,===============,0/0,97.8,99.92,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
CP091551_1,103355,103828,+,dfrA17,1-474/474,===============,0/0,100,100,card,DQ838665.1:0-474,dfrA17 is an integron-encoded dihydrofolate reductase found in Escherichia coli.
